Symbol,Sector,Industry
TSEM,Technology,Semiconductors
TSHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSLA,Industrials,Auto Manufacturing
TSLX,Finance,Investment Managers
TSM,Technology,Semiconductors
TSN,Consumer Staples,Meat/Poultry/Fish
TSQ,Consumer Discretionary,Broadcasting
TSSI,Consumer Discretionary,Professional Services
TT,Industrials,Auto Parts:O.E.M.
TTAM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TTAN,Technology,Computer Software: Prepackaged Software
TTC,Consumer Discretionary,Tools/Hardware
TTD,Technology,Computer Software: Programming Data Processing
TTE,Energy,Oil & Gas Production
TTEC,Consumer Discretionary,Professional Services
TTEK,Consumer Discretionary,Military/Government/Technical
TTGT,Telecommunications,Telecommunications Equipment
TTI,Energy,Oil & Gas Production
TTMI,Technology,Electrical Products
TTSH,Consumer Discretionary,Home Furnishings
TTWO,Consumer Discretionary,Services-Misc. Amusement & Recreation
TU,Telecommunications,Telecommunications Equipment
TUSK,Energy,Oilfield Services/Equipment
TUYA,Technology,Computer Software: Prepackaged Software
TV,Industrials,Broadcasting
TVGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVRD,Health Care,Biotechnology: Pharmaceutical Preparations
TVTX,Health Care,Biotechnology: Pharmaceutical Preparations
TW,Finance,Investment Bankers/Brokers/Service
TWFG,Finance,Specialty Insurers
TWI,Industrials,Steel/Iron Ore
TWIN,Industrials,Industrial Machinery/Components
TWLO,Technology,Computer Software: Prepackaged Software
TWNP,Consumer Discretionary,Restaurants
TWO,Real Estate,Real Estate Investment Trusts
TWST,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TX,Industrials,Steel/Iron Ore
TXG,Industrials,Biotechnology: Laboratory Analytical Instruments
TXN,Technology,Semiconductors
TXNM,Utilities,Electric Utilities: Central
TXO,Energy,Oil & Gas Production
TXRH,Consumer Discretionary,Restaurants
TXT,Industrials,Aerospace
TY,Finance,Finance Companies
TYG,Finance,Investment Managers
TYGO,Technology,Semiconductors
TYL,Technology,Computer Software: Prepackaged Software
TYRA,Health Care,Biotechnology: Pharmaceutical Preparations
TZOO,Consumer Discretionary,Advertising
TZUP,Technology,EDP Services
U,Technology,Computer Software: Prepackaged Software
UA,Consumer Discretionary,Apparel
UAA,Consumer Discretionary,Apparel
UAL,Consumer Discretionary,Air Freight/Delivery Services
UAMY,Industrials,Metal Fabrications
UAN,Industrials,Agricultural Chemicals
UAVS,Industrials,Aerospace
UBCP,Finance,Major Banks
UBER,Real Estate,Real Estate
UBFO,Finance,Major Banks
UBS,Finance,Major Banks
UBSI,Finance,Major Banks
UCB,Finance,Major Banks
UCL,Consumer Discretionary,Telecommunications Equipment
UCTT,Technology,Semiconductors
UDMY,Real Estate,Other Consumer Services
UDR,Real Estate,Real Estate Investment Trusts
UE,Finance,Real Estate
UEC,Basic Materials,Other Metals and Minerals
UEIC,Consumer Staples,Consumer Electronics/Appliances
UFCS,Finance,Property-Casualty Insurers
UFI,Consumer Discretionary,Textiles
UFPI,Basic Materials,Forest Products
UFPT,Health Care,Medical/Dental Instruments
UGI,Utilities,Natural Gas Distribution
UGP,Utilities,Oil/Gas Transmission
UHAL,Consumer Discretionary,Rental/Leasing Companies
UHG,Consumer Discretionary,Homebuilding
UHGWW,Consumer Discretionary,Homebuilding
UHS,Health Care,Hospital/Nursing Management
UHT,Real Estate,Real Estate Investment Trusts
UI,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Technology,EDP Services
UL,Consumer Discretionary,Package Goods/Cosmetics
ULBI,Miscellaneous,Industrial Machinery/Components
ULCC,Consumer Discretionary,Air Freight/Delivery Services
ULH,Industrials,Trucking Freight/Courier Services
ULS,Health Care,Precision Instruments
ULTA,Consumer Discretionary,Other Specialty Stores
UMAC,Technology,Radio And Television Broadcasting And Communications Equipment
UMBF,Finance,Major Banks
UMBFO,Finance,Major Banks
UMC,Technology,Semiconductors
UMH,Real Estate,Real Estate Investment Trusts
UNB,Finance,Major Banks
UNCY,Health Care,Biotechnology: Pharmaceutical Preparations
UNF,Consumer Discretionary,Other Consumer Services
UNFI,Consumer Discretionary,Food Distributors
UNH,Health Care,Medical Specialities
UNIT,Real Estate,Real Estate Investment Trusts
UNM,Finance,Accident &Health Insurance
UNMA,Finance,Accident &Health Insurance
UNP,Industrials,Railroads
UNTY,Finance,Major Banks
UONE,Consumer Discretionary,Broadcasting
UP,Consumer Discretionary,Transportation Services
UPB,Health Care,Biotechnology: Pharmaceutical Preparations
UPBD,Consumer Discretionary,Diversified Commercial Services
UPLD,Technology,Computer Software: Prepackaged Software
UPS,Industrials,Trucking Freight/Courier Services
UPST,Finance,Finance: Consumer Services
UPWK,Technology,EDP Services
UPXI,Health Care, Medicinal Chemicals and Botanical Products 
URBN,Consumer Discretionary,Clothing/Shoe/Accessory Stores
URG,Basic Materials,Precious Metals
URGN,Health Care,Biotechnology: Pharmaceutical Preparations
URI,Consumer Discretionary,Diversified Commercial Services
UROY,Finance,Investment Bankers/Brokers/Service
USAC,Utilities,Natural Gas Distribution
USAR,Basic Materials,Metal Mining
USARW,Basic Materials,Metal Mining
USAS,Basic Materials,Metal Mining
USAU,Basic Materials,Metal Mining
USB,Finance,Major Banks
USBC,Industrials,Industrial Machinery/Components
USCB,Finance,Major Banks
USFD,Consumer Discretionary,Food Distributors
USGO,Basic Materials,Precious Metals
USLM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
USNA,Health Care, Medicinal Chemicals and Botanical Products 
USPH,Health Care,Medical/Nursing Services
UTHR,Health Care,Biotechnology: Pharmaceutical Preparations
UTI,Real Estate,Other Consumer Services
UTL,Utilities,Power Generation
UTMD,Health Care,Medical/Dental Instruments
UTZ,Consumer Staples,Packaged Foods
UUUU,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
UVE,Finance,Property-Casualty Insurers
UVSP,Finance,Major Banks
UVV,Industrials,Farming/Seeds/Milling
UWMC,Finance,Finance: Consumer Services
UXIN,Real Estate,Real Estate
UZD,Telecommunications,Telecommunications Equipment
UZE,Telecommunications,Telecommunications Equipment
UZF,Telecommunications,Telecommunications Equipment
V,Real Estate,Real Estate
VABK,Finance,Major Banks
VAC,Finance,Real Estate
VAL,Energy,Oil & Gas Production
VALE,Basic Materials,Metal Mining
VALN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VALU,Finance,Investment Managers
VANI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
VATE,Industrials,Metal Fabrications
VBNK,Finance,Commercial Banks
VBTX,Finance,Major Banks
VC,Consumer Discretionary,Auto Parts:O.E.M.
VCEL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCTR,Finance,Investment Managers
VCV,Finance,Trusts Except Educational Religious and Charitable
VCYT,Health Care,Medical Specialities
VECO,Technology,Industrial Machinery/Components
VEEV,Technology,Computer Software: Prepackaged Software
VEL,Finance,Finance: Consumer Services
VELO,Technology,Industrial Machinery/Components
VENU,Consumer Discretionary,Services-Misc. Amusement & Recreation
VEON,Telecommunications,Telecommunications Equipment
VERA,Health Care,Biotechnology: Pharmaceutical Preparations
VERI,Technology,EDP Services
VERU,Health Care,Biotechnology: Pharmaceutical Preparations
VERX,Technology,Computer Software: Prepackaged Software
VET,Energy,Oil & Gas Production
VFC,Industrials,Garments and Clothing
VFS,Industrials,Auto Manufacturing
VFSWW,Industrials,Auto Manufacturing
VG,Utilities,Oil/Gas Transmission
VGAS,Industrials,Major Chemicals
VGM,Finance,Trusts Except Educational Religious and Charitable
VGZ,Basic Materials,Precious Metals
VHC,Miscellaneous,Multi-Sector Companies
VHI,Basic Materials,Major Chemicals
VIA,Technology,Computer Software: Prepackaged Software
VIASP,Utilities,Power Generation
VIAV,Technology,Semiconductors
VICI,Real Estate,Real Estate Investment Trusts
VICR,Technology,Industrial Machinery/Components
VIK,Consumer Discretionary,Marine Transportation
VINP,Finance,Investment Managers
VIOT,Consumer Discretionary,Consumer Electronics/Appliances
VIPS,Consumer Discretionary,Catalog/Specialty Distribution
VIR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VIRC,Consumer Discretionary,Industrial Specialties
VIRT,Finance,Investment Bankers/Brokers/Service
VIST,Energy,Oil & Gas Production
VITL,Consumer Staples,Packaged Foods
VIV,Telecommunications,Telecommunications Equipment
VKI,Finance,Finance Companies
VKQ,Finance,Trusts Except Educational Religious and Charitable
VKTX,Health Care,Biotechnology: Pharmaceutical Preparations
VLGEA,Consumer Staples,Food Chains
VLN,Technology,Semiconductors
VLO,Energy,Integrated oil Companies
VLRS,Consumer Discretionary,Air Freight/Delivery Services
VLTO,Industrials,Electrical Products
VLY,Finance,Major Banks
VLYPN,Finance,Major Banks
VLYPO,Finance,Major Banks
VLYPP,Finance,Major Banks
VMC,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
VMD,Health Care,Misc Health and Biotechnology Services
VMEO,Technology,Computer Software: Programming Data Processing
VMI,Industrials,Metal Fabrications
VMO,Finance,Trusts Except Educational Religious and Charitable
VNDA,Health Care,Biotechnology: Pharmaceutical Preparations
VNET,Technology,Computer Software: Programming Data Processing
VNO,Real Estate,Real Estate Investment Trusts
VNOM,Energy,Oil & Gas Production
VNRX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VNT,Industrials,Industrial Machinery/Components
VNTG,Industrials,Integrated Freight & Logistics
VOC,Energy,Oil & Gas Production
VOD,Telecommunications,Telecommunications Equipment
VOR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VOXR,Basic Materials,Precious Metals
VOYA,Finance,Life Insurance
VOYG,Industrials,Military/Government/Technical
VPG,Technology,Electrical Products
VPV,Finance,Trusts Except Educational Religious and Charitable
VRA,Consumer Discretionary,Apparel
VRDN,Health Care,Medical Specialities
VRE,Real Estate,Real Estate Investment Trusts
VREX,Technology,Industrial Machinery/Components
VRM,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
VRNS,Technology,Computer Software: Prepackaged Software
VRNT,Technology,EDP Services
VRRM,Consumer Discretionary,Transportation Services
VRSK,Industrials,Diversified Commercial Services
VRSN,Technology,EDP Services
VRT,Technology,Industrial Machinery/Components
VRTS,Finance,Investment Managers
VRTX,Health Care,Biotechnology: Pharmaceutical Preparations
VSA,Real Estate,Other Consumer Services
VSAT,Technology,Radio And Television Broadcasting And Communications Equipment
VSCO,Consumer Discretionary,Clothing/Shoe/Accessory Stores
VSEC,Consumer Discretionary,Military/Government/Technical
VSH,Technology,Electrical Products
VST,Utilities,Electric Utilities: Central
VSTA,Real Estate,Other Consumer Services
VSTM,Health Care,Biotechnology: Pharmaceutical Preparations
VTEX,Technology,Computer Software: Prepackaged Software
VTGN,Health Care,Biotechnology: Pharmaceutical Preparations
VTLE,Energy,Oil & Gas Production
VTMX,Finance,Real Estate
VTN,Finance,Finance Companies
VTOL,Consumer Discretionary,Transportation Services
VTR,Real Estate,Real Estate Investment Trusts
VTRS,Health Care,Biotechnology: Pharmaceutical Preparations
VTS,Energy,Oil & Gas Production
VTSI,Consumer Discretionary,Miscellaneous manufacturing industries
VTVT,Health Care,Biotechnology: Pharmaceutical Preparations
VTYX,Health Care,Biotechnology: Pharmaceutical Preparations
VUZI,Technology,Radio And Television Broadcasting And Communications Equipment
VVPR,Utilities,Power Generation
VVV,Industrials,Major Chemicals
VVX,Consumer Discretionary,Diversified Commercial Services
VWAV,Technology,Computer Software: Prepackaged Software
VYGR,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYX,Miscellaneous,Office Equipment/Supplies/Services
VZ,Telecommunications,Telecommunications Equipment
VZLA,Basic Materials,Precious Metals
W,Consumer Discretionary,Catalog/Specialty Distribution
WAB,Industrials,Railroads
WABC,Finance,Major Banks
WAFD,Finance,Major Banks
WAFDP,Finance,Major Banks
WAL,Finance,Major Banks
WALD,Consumer Discretionary,Package Goods/Cosmetics
WASH,Finance,Major Banks
WAT,Industrials,Biotechnology: Laboratory Analytical Instruments
WAVE,Utilities,Electric Utilities: Central
WAY,Technology,EDP Services
WB,Technology,Computer Software: Programming Data Processing
WBD,Consumer Discretionary,Services-Misc. Amusement & Recreation
WBI,Energy,Oilfield Services/Equipment
WBS,Finance,Major Banks
WBTN,Consumer Discretionary,Publishing
WBX,Consumer Discretionary,Industrial Specialties
WCC,Consumer Discretionary,Telecommunications Equipment
WCN,Utilities,Environmental Services
WD,Finance,Finance: Consumer Services
WDAY,Technology,EDP Services
WDC,Technology,Electronic Components
WDFC,Industrials,Major Chemicals
WDH,Finance,Specialty Insurers
WDS,Energy,Oil & Gas Production
WEAV,Technology,Computer Software: Prepackaged Software
WEC,Utilities,Power Generation
WELL,Real Estate,Real Estate Investment Trusts
WEN,Consumer Discretionary,Restaurants
WERN,Industrials,Trucking Freight/Courier Services
WES,Utilities,Natural Gas Distribution
WEST,Consumer Staples,Beverages (Production/Distribution)
WEX,Real Estate,Real Estate
WEYS,Consumer Staples,Apparel
WF,Finance,Commercial Banks
WFC,Finance,Major Banks
WFCF,Technology,Computer Software: Prepackaged Software
WFG,Basic Materials,Forest Products
WFRD,Consumer Discretionary,Oil and Gas Field Machinery
WGO,Industrials,Homebuilding
WGRX,Health Care,Other Pharmaceuticals
WGS,Technology,Retail: Computer Software & Peripheral Equipment
WH,Consumer Discretionary,Hotels/Resorts
WHD,Consumer Discretionary,Oil and Gas Field Machinery
WHF,Finance,Finance Companies
WHG,Finance,Investment Managers
WHLRL,Real Estate,Real Estate Investment Trusts
WHR,Consumer Discretionary,Consumer Electronics/Appliances
WHWK,Health Care,Biotechnology: Pharmaceutical Preparations
WILC,Consumer Discretionary,Food Distributors
WINA,Consumer Discretionary,Other Specialty Stores
WING,Consumer Discretionary,Restaurants
WIT,Technology,EDP Services
WIX,Technology,Computer Software: Programming Data Processing
WK,Technology,Computer Software: Prepackaged Software
WKC,Energy,Oil Refining/Marketing
WKEY,Technology,EDP Services
WLDN,Consumer Discretionary,Military/Government/Technical
WLFC,Consumer Discretionary,Industrial Specialties
WLK,Industrials,Major Chemicals
WLKP,Industrials,Major Chemicals
WLY,Consumer Discretionary,Books
WLYB,Consumer Discretionary,Books
WM,Utilities,Environmental Services
WMB,Utilities,Natural Gas Distribution
WMG,Consumer Discretionary,Services-Misc. Amusement & Recreation
WMK,Consumer Staples,Food Chains
WMS,Consumer Discretionary,Containers/Packaging
WMT,Consumer Discretionary,Department/Specialty Retail Stores
WNC,Industrials,Construction/Ag Equipment/Trucks
WNEB,Finance,Savings Institutions
WNS,Real Estate,Real Estate
WOLF,Technology,Semiconductors
WOOF,Consumer Discretionary,Other Specialty Stores
WOR,Industrials,Steel/Iron Ore
